Note: Component loadings for Components 1 and 2 after varimax rotation,,
Gene,Component 1,Component 2
GPR158,-0.36,0.733
GPR157,0.039,0.69
CIDEB,0.758,-0.184
CIDEA,-0.186,-0.222
OXSR1,-0.798,-0.045
GPR152,0.433,0.052
FAM190A,-0.671,0.278
NOP16,0.304,-0.677
RP4-555L14.5,0.63,-0.018
LOC100132738,0.464,0.672
GPR160,0.533,-0.718
PK4P,-0.547,-0.551
GPR161,-0.778,0.52
MYBPC1,0.447,-0.47
DYX1C1-CCPG1,0.068,-0.851
VILL,-0.701,-0.401
FCGR3A,0.326,-0.38
ZFP36,-0.197,-0.544
GPR176,0.646,-0.104
VIL2,0.633,-0.428
GPR171,-0.563,-0.295
GPR177,0.259,-0.647
FAM196A,0.261,-0.146
ZFP37,-0.768,0.008
AMBN,0.191,-0.199
LOC100292489,-0.356,0.475
GPR183,0.148,-0.646
GPR180,-0.913,0.057
ZFP64,0.229,-0.794
NETO1,0.126,-0.421
FCGR1A,0.513,-0.486
FCGR1B,0.337,-0.714
AC079341.1,0.042,0.53
COG5,0.152,-0.874
FCGR2A,-0.005,-0.681
COG1,0.399,-0.828
COG2,-0.901,0.098
PDGFB,0.499,-0.719
SCTR,0.193,0.566
MKRN2,-0.661,0.049
WNT2,0.051,-0.115
WNT4,0.745,-0.352
WNT3,-0.503,0.43
LGI4,0.66,-0.433
LGI3,-0.416,0.613
MCOLN1,-0.34,-0.083
PDGFC,0.345,-0.711
LGI2,-0.415,0.596
PDGFD,-0.108,-0.172
WNT6,0.584,0.283
SLCO4A1,-0.733,0.115
MYBPHL,-0.566,0.324
NAPSB,0.413,0.276
OPHN1,0.56,-0.346
LOC100289586,0.149,-0.149
MAP7D3,0.002,-0.644
AGMAT,0.324,0.127
GREM1,-0.262,-0.531
GREM2,0.262,-0.204
BHLHE40,-0.939,0.178
PPTC7,-0.786,0.322
SLCO4C1,0.207,-0.567
BHLHE22,-0.323,0.256
SREBF2,-0.487,-0.359
SLC4A10,-0.687,-0.435
SLC4A11,0.438,-0.119
TMPO,-0.569,0.338
DNAL1,0.473,-0.337
CORT,0.707,-0.597
DNAL4,0.155,-0.821
COPA,-0.813,0.091
POU6F1,-0.78,0.474
POU6F2,-0.326,0.818
LOC100288083,-0.848,-0.42
PCBP3,0.122,-0.738
ALX3,-0.856,0.209
COQ7,0.332,-0.636
COQ3,-0.797,-0.025
NPTXR,0.597,-0.62
C16ORF52,-0.741,0.171
AC106818.2,-0.653,0.093
COPE,0.249,-0.57
CPLX3,0.617,-0.555
GPR108,-0.879,-0.224
CPLX2,-0.473,0.398
DNAH9,-0.279,-0.284
CPLX1,-0.426,0.756
DNAH2,-0.037,-0.841
COMT,-0.242,-0.653
DNAH7,0.297,-0.733
DNAH5,0.686,-0.578
DNAH6,0.1,-0.65
NPTX1,-0.109,-0.144
ARPP-21,-0.319,0.521
NPTX2,0.361,-0.537
COMP,0.393,-0.358
SCP2,-0.892,-0.139
GPR115,0.064,0.391
GPR116,0.12,-0.502
ALS2,-0.882,-0.045
DQX1,-0.245,0.639
LOC642393,-0.845,0.239
ERO1LB,-0.487,0.306
AGXT2L1,0.588,-0.661
SH3BGR,0.203,-0.825
LOC100287260,0.71,-0.295
LOC643827,-0.128,-0.567
TNIK,0.06,-0.499
DCDC2,0.368,-0.563
DCDC5,0.119,0.342
WFDC8,0.216,0.64
RDBP,0.445,-0.748
WFDC1,0.603,-0.563
WFDC2,-0.54,0.221
GNAI2,0.052,-0.805
CCDC102B,-0.544,-0.68
CCDC102A,0.169,-0.589
CDADC1,-0.901,-0.128
LEO1,-0.442,0.488
RLBP1,0.42,-0.623
RAPSN,0.42,-0.249
AVPR1A,0.484,0.477
TNK1,-0.428,0.558
LOC100289525,-0.732,-0.096
C22orf31,0.106,-0.148
C22orf29,0.572,-0.215
C22orf23,0.391,-0.669
C22orf24,0.533,0.077
C22orf25,-0.608,0.377
RDH5,-0.674,0.084
LOC100287291,-0.696,-0.28
C22orf39,-0.017,-0.939
PJA1,0.187,-0.776
CCDC109A,-0.724,0.071
CCDC109B,0.593,-0.706
C22orf36,-0.005,-0.369
C22orf34,-0.196,-0.168
TRUB1,0.088,-0.501
ALPL,0.785,-0.204
LOC643856,0.163,-0.807
LOC338620,-0.813,0.248
CCL28,0.471,-0.578
CCL27,0.09,0.824
HGFAC,0.673,0.214
RICTOR,-0.757,0.443
PKNOX2,-0.235,0.781
VAT1L,0.16,-0.72
RPS6KA3,-0.416,0.629
PKNOX1,0.369,0.09
RPS6KA2,-0.268,-0.244
BARD1,-0.143,-0.012
AC135592.2,0.179,-0.503
RPS6KB2,-0.676,0.257
RPS6KB1,-0.917,-0.269
C12orf5,-0.717,0.085
C12orf4,-0.113,0.554
TP53AIP1,0.217,0.669
RPS6KC1,-0.805,-0.211
TRABD,0.097,0.706
SLC29A4P1,0.644,-0.3
NETO2,0.435,-0.394
DRD2,0.335,-0.108
DRD5,0.11,-0.859
DRD4,0.518,0.172
CTPS2,-0.535,0.379
LRIG3,-0.502,0.195
TRAF7,-0.665,0.224
HCN4,0.288,-0.037
TRAF5,-0.227,0.437
TRAF3,-0.557,-0.158
HCN1,-0.425,0.73
HCN2,-0.149,0.686
DOCK9,0.084,-0.52
DOCK7,0.361,-0.595
DOCK8,0.215,-0.718
DOCK4,-0.505,-0.401
TRADD,-0.311,-0.502
SYNGAP1,0.667,0.154
ALG2,-0.681,0.15
ALG3,0.157,0.496
ALG5,-0.353,-0.738
HSD11B1L,0.249,-0.864
ALG8,-0.512,-0.781
HNRPLL,-0.291,-0.241
MAGOHB,-0.673,-0.12
HUNK,-0.094,0.793
HCG4,-0.802,-0.158
RERGL,-0.864,-0.296
TRAIP,-0.242,-0.726
DRGX,0.144,0.52
STK32C,0.556,-0.578
STK32B,0.595,-0.567
STK32A,0.536,-0.533
GNAO1,0.591,-0.381
ALAD,-0.682,-0.546
B3GALT6,-0.114,-0.74
B3GALT4,-0.168,-0.63
CYP2D7P1,-0.103,-0.646
RFXAP,-0.751,-0.108
TRAK2,-0.919,-0.124
B3GALTL,-0.544,0.01
EFNB3,0.26,-0.686
EFNB2,0.31,-0.812
PIM1,-0.467,0.638
HTR4,-0.196,-0.538
PIM3,-0.906,-0.045
PIM2,-0.27,-0.886
VASH2,-0.441,0.244
VASH1,0.211,-0.576
RIC8A,0.038,-0.872
DKFZP434I0714,-0.671,0.009
HTR7,0.439,-0.508
PDGFRL,-0.08,-0.691
PDGFRA,0.544,-0.526
EFNA5,-0.515,0.406
GSDMB,-0.889,0.128
ALS2CR4,-0.896,-0.262
MOV10,0.102,-0.774
TRAM2,-0.728,-0.015
LOC100131082,-0.161,-0.557
BMP4,-0.74,0.431
BMP3,0.666,-0.172
SMAD9,-0.091,-0.694
SMAD7,-0.551,0.136
SMAD3,0.738,-0.23
SMAD1,0.115,-0.672
BMP5,0.225,0.183
GTF3A,-0.689,0.288
ANUBL1,-0.317,0.418
PION,-0.663,0.426
FASTK,-0.659,0.002
AC016683.6,-0.397,0.06
APCDD1,0.599,-0.367
DHCR24,0.459,-0.227
FUNDC2,-0.723,-0.443
CCKBR,-0.055,-0.858
MGC16384,-0.77,-0.263
MESDC2,0.338,-0.658
PDIK1L,-0.668,0.391
GADD45B,-0.879,-0.073
SHROOM2,-0.564,0.478
SHROOM3,-0.266,0.268
AC131238.1,-0.785,0.232
ELMOD3,-0.434,0.3
LOC148430,-0.003,-0.827
ELMOD1,-0.6,0.297
PIRT,0.313,-0.587
XKR4,0.5,-0.429
XKR6,-0.771,0.303
MEX3A,0.178,-0.74
XKR9,-0.525,0.352
RAPH1,0.146,-0.422
OBFC1,-0.761,-0.375
A2BP1,-0.516,0.742
DRP2,-0.612,0.352
CNFN,-0.275,0.447
HBQ1,0.512,-0.758
PAICS,-0.387,-0.175
AC004863.6,0.44,-0.183
GDAP1L1,0.276,-0.585
LEPROT,0.042,-0.437
PID1,0.678,-0.671
TNS3,0.364,-0.671
LYNX1,-0.182,0.506
MAP6D1,-0.757,0.082
MRAP2,-0.462,0.484
GADD45GIP1,0.642,-0.27
XAGE1B,0.801,0.003
XAGE1D,0.717,0.119
CNR1,0.29,-0.836
LOC100289454,-0.829,-0.127
MFAP3L,-0.453,0.523
PIF1,-0.463,0.725
RASA4CP,0.762,0.085
QRICH2,-0.457,0.485
HSP90AB1,0.275,-0.683
HIST4H4,-0.289,0.348
PIGF,0.255,-0.634
MAPKAP1,-0.426,-0.792
PXMP4,0.81,0.031
PIGC,-0.849,-0.098
AKT2,-0.345,0.25
HSP90AA2,-0.147,-0.679
KHDRBS2,-0.287,0.099
PIGW,-0.344,0.412
MINK1,0.773,0.07
PIGS,-0.46,-0.753
PIGP,0.729,-0.143
SIKE1,-0.843,0.168
AC016747.3,0.107,-0.674
LOC100287347,0.654,-0.669
CNN3,0.624,-0.54
LINGO2,0.257,0.563
LINGO1,-0.063,-0.675
LINGO3,0.082,-0.755
CNN1,-0.429,-0.126
FGFBP2,0.227,0.039
TNPO1,-0.789,-0.176
FGFBP3,0.087,-0.835
B3GALT2,0.204,-0.347
PDZD11,-0.188,-0.323
SDSL,-0.719,0.152
LDHC,-0.046,-0.685
LDHB,-0.633,0.194
LDHA,-0.203,-0.868
PPP2R5B,-0.753,-0.323
PPP2R5D,-0.222,0.604
LDHD,0.607,-0.66
PPP2R5C,0.161,-0.598
C7orf31,0.199,-0.693
C20orf196,-0.733,0.083
HMHA1,-0.023,-0.779
LOC100289420,0.245,-0.611
RAE1,0.701,-0.041
C20orf194,-0.148,-0.607
VMA21,0.388,-0.071
KIF5B,-0.775,0.008
KIF5A,-0.833,0.36
KIF5C,-0.689,0.105
C7orf27,-0.693,-0.47
OGFOD2,-0.61,-0.168
SERPINF1,0.209,-0.601
C7orf23,-0.656,-0.156
DCBLD2,-0.795,0.513
DCBLD1,-0.066,0.125
PPP2R3B,0.593,-0.355
C7orf52,0.483,0.133
C7orf58,-0.081,-0.487
C7orf59,0.498,-0.555
RP1-74M1.1,-0.317,0.249
RAC2,0.634,-0.533
C20orf177,-0.819,0.056
RIBC1,0.442,-0.21
PPP2R2B,-0.66,0.122
PPP2R2D,-0.516,0.268
SERPINI2,0.469,-0.401
C7orf47,-0.675,0.05
BTBD11,-0.553,0.44
LDLR,-0.19,-0.298
SCRG1,0.675,-0.234
EEF2K,-0.811,-0.199
SERPINA3,0.349,-0.064
SERPINA1,0.018,-0.539
RAP2B,0.769,-0.414
RAP2A,-0.832,-0.318
NPBWR2,-0.02,0.614
LRPAP1,0.305,-0.569
SERPINB9,-0.675,0.564
SERPINB8,0.098,-0.571
CLIC6,0.264,-0.218
SERPINB2,0.343,-0.123
EEF1G,-0.247,-0.776
C7orf10,0.809,-0.07
EPB41L4A,0.263,-0.243
EPB41L4B,-0.014,-0.66
C7orf13,-0.227,-0.785
LOC100287146,0.23,-0.891
ETFB,0.412,-0.33
C7orf16,0.249,-0.134
AKR7L,-0.024,-0.912
UPF2,-0.518,0.557
LRSAM1,0.201,-0.566
PHYH,-0.64,0.674
HARBI1,-0.4,-0.245
AOX1,0.124,-0.317
SERPIND1,-0.013,0.25
AC004241.1,0.389,-0.581
RALY,-0.705,-0.401
AZGP1,-0.288,0.571
RALB,-0.717,0.308
RALA,0.016,-0.765
TUBG1,-0.591,-0.58
SCRT1,-0.568,0.676
RPH3A,-0.038,0.755
AC100803.1,-0.177,0.538
MORC2-AS1,-0.87,0.074
TUBE1,-0.68,0.587
TUBD1,-0.796,0.374
KIF23,-0.59,0.334
KIF22,-0.148,-0.676
RAI1,-0.834,0.144
KIF27,-0.628,0.43
RAI2,0.085,0.386
SPRY4,0.143,-0.049
RP11-33N16.1,0.51,-0.403
KIF2C,-0.722,0.135
SPRY1,0.588,-0.272
DSEL,0.094,-0.854
OCA2,0.14,-0.82
KIF12,0.879,-0.016
KIF17,-0.013,-0.51
KIF15,-0.665,0.193
KIF1C,-0.481,-0.317
C7orf63,-0.81,0.315
KIF1B,-0.261,-0.703
C7orf62,-0.068,0.259
FLJ23867,-0.649,0.447
RAGE,-0.643,0.084
PPP2R2A,-0.31,-0.753
CRLF1,0.228,-0.668
UPP1,-0.778,0.55
PRSS1,-0.002,-0.646
RAG1,-0.47,0.549
UPP2,0.555,-0.503
LOC100288315,0.386,0.098
PRSS2,0.17,-0.517
PRSS3,0.066,-0.715
SCRN2,-0.517,-0.116
SFI1,-0.782,0.291
COL5A2,0.092,-0.395
BRUNOL4,0.44,-0.215
COL5A1,-0.43,0.637
BRUNOL6,0.43,-0.532
DSC1,-0.244,0.376
HMGN1,-0.58,-0.49
AOF1,0.56,-0.457
HMGN3,-0.441,0.009
HMGN2,-0.399,-0.703
CDKN2AIPNL,0.255,-0.806
BBOX1,0.543,-0.61
FAM171B,0.517,-0.678
KIFAP3,-0.227,-0.526
RP5-1027G4.3,0.33,0.396
CRKRS,-0.805,-0.223
FARP1,0.586,-0.546
SCGB1D2,0.449,-0.263
TUBA4A,0.249,-0.519
TUBA4B,0.416,-0.343
FAM172A,-0.369,-0.525
FARS2,-0.356,-0.498
AFAP1L2,0.263,0.336
AFAP1L1,-0.007,0.367
ANGEL2,-0.738,0.037
RPL31P11,0.422,-0.205
CTD-2224J9.2,-0.096,-0.682
BLNK,0.562,-0.584
CNIH2,0.685,-0.585
ETS1,-0.06,0.61
CNIH3,0.306,-0.715
ETS2,-0.849,0.195
NCOR1,0.035,0.415
NCOR2,0.357,0.504
FERMT1,0.536,-0.224
LINC00470,0.419,0.616
DIP2A,-0.339,0.596
MBTD1,-0.872,-0.102
ATP5EP2,-0.425,-0.754
LINC00473,-0.736,0.419
LINC00472,-0.382,0.544
TUBB8,0.314,-0.812
ICAM1,0.367,-0.022
ICAM5,0.44,-0.775
ICAM3,0.684,-0.44
H2BFM,-0.43,0.25
BLMH,-0.89,-0.229
FARSB,0.043,-0.797
FARSA,-0.255,-0.715
REV3L,-0.55,0.054
YWHAZ,0.399,-0.652
LOC100288263,-0.657,-0.18
PRTN3,0.683,0.146
LOC100289396,-0.046,-0.817
EDEM1,-0.689,-0.034
ETV2,0.359,-0.281
ETV1,0.56,-0.199
ETV6,-0.644,0.488
ETV5,-0.496,-0.432
ETV4,-0.156,0.78
ETV3,0.244,0.043
YWHAB,0.635,-0.164
LINC00461,0.306,-0.782
TUBA8,-0.857,-0.255
YWHAH,0.626,-0.29
KREMEN2,0.788,-0.22
KREMEN1,-0.698,0.411
MBOAT1,-0.082,0.224
MBOAT2,0.43,-0.551
RP11-206L10.11,-0.634,0.311
AC005512.1,-0.154,0.659
ALDH1L1,0.474,-0.577
OCM2,-0.187,-0.332
SETX,-0.802,0.05
LINC00421,-0.14,0.445
PIN4P1,-0.877,-0.007
ROBO1,0.608,-0.59
ROBO4,-0.262,0.083
ROBO2,0.451,-0.765
ROBO3,-0.051,-0.629
SNHG1,-0.084,0.788
SNHG7,-0.687,-0.166
SNHG8,0.27,-0.843
C20orf112,0.427,-0.791
CLIP3,0.701,0.057
CLIP4,-0.814,0.062
LOC100287241,0.338,-0.64
C20orf117,0.178,-0.397
C20orf100,-0.166,0.846
ACTR3B,0.599,-0.284
CSMD3,-0.263,0.056
CSMD2,-0.041,0.644
AC139099.1,-0.441,-0.488
LMTK2,-0.747,0.406
RHOBTB2,-0.668,0.487
RHOBTB1,-0.317,0.658
C20orf107,0.075,0.364
C20orf108,-0.73,0.291
C20orf103,-0.238,-0.56
LOC100289350,-0.062,0.72
FAM178B,-0.445,0.23
SDCCAG3P2,-0.537,-0.051
SLAIN2,-0.79,0.082
RAP1B,-0.425,-0.27
PHEX,0.627,-0.574
INSL3,-0.038,0.169
LOC100289338,0.017,-0.545
DSTN,-0.477,-0.644
AOAH,0.082,-0.705
ACTR1A,-0.063,-0.769
ACTR1B,-0.85,0.077
TUBA1A,-0.148,-0.884
TUBA1B,-0.288,-0.786
TUBA1C,-0.331,-0.876
PILRB,-0.796,0.018
PHC2,-0.847,0.034
MYCT1,-0.353,-0.31
LEF1,-0.016,0.608
COX4I1,-0.401,-0.644
LOC100289341,0.43,-0.569
SEZ6,0.368,-0.471
FAM173B,-0.327,-0.645
TUBA3D,0.087,-0.745
AC078937.4,0.334,-0.848
INSM1,0.312,-0.745
INSM2,-0.391,0.641
FAM174B,0.39,-0.523
C20orf132,-0.805,-0.158
SIRT4,-0.857,-0.17
SIRT5,-0.664,0.209
SIRT7,-0.701,-0.228
SIRT1,-0.713,0.123
SH3BP5,-0.412,-0.778
PHAX,-0.706,0.303
C20orf135,0.626,0.197
TCAM1,-0.562,-0.194
SH3BP1,-0.575,0.162
ACTR10,0.468,-0.698
PPP1R28,-0.739,0.466
LOC202181,0.249,-0.009
SELENBP1,0.298,-0.674
INTS9,-0.766,0.419
INTS8,-0.67,0.611
PPP1R1C,0.306,-0.479
INTS4,-0.274,-0.813
PPP1R1B,0.144,-0.403
PPP1R1A,0.231,-0.586
INTS6,-0.794,0.08
TLK1,0.154,-0.581
LOC100293440,-0.061,0.436
ROCK2,-0.89,0.192
TADA2B,-0.754,-0.26
ERGIC1,0.243,0.72
SIRPA,-0.278,-0.696
UBL4A,-0.201,0.265
UBL4B,0.142,0.597
TADA1L,0.128,0.343
CETN4P,-0.129,-0.211
LOC100287080,0.098,-0.915
ERBB4,0.267,-0.242
LOC100287081,-0.665,-0.049
ERBB2,0.556,-0.319
AC079776.2,0.252,-0.769
RBFA,-0.205,-0.706
PPP1R3E,-0.866,-0.096
PPP1R3D,-0.364,0.353
PPP1R3B,-0.628,0.063
CXorf40A,0.125,-0.7
TLL1,0.42,-0.453
SGSH,0.7,-0.212
PDIA2,-0.357,0.4
PHF23,-0.358,-0.465
RASSF8,-0.569,0.18
PDIA5,-0.619,0.59
LOC648771,0.331,-0.778
BATF3,0.599,-0.635
TLE3,-0.041,-0.314
TLE1,-0.011,-0.363
TLE2,-0.873,0.239
ARVCF,-0.403,-0.673
PFDN1,-0.31,0.437
PFDN5,0.517,-0.097
C1QL1,0.67,-0.615
C1QL2,0.36,-0.793
C1QL4,0.76,-0.357
AC135731.1,-0.239,-0.079
SSR4P1,0.222,-0.409
GALNT10,0.506,-0.554
TADA2L,-0.451,0.426
GALNT12,-0.245,0.53
GALNT13,-0.473,-0.178
GALNT14,0.558,-0.302
HSD17B8,0.188,-0.711
PPP1R11,-0.041,-0.502
RASSF3,0.11,0.441
RASSF4,-0.649,0.551
RASSF5,-0.44,0.592
RASSF6,-0.171,0.709
LOC100287038,0.349,-0.72
RASSF1,-0.744,-0.31
RASSF2,-0.563,-0.245
RBAK,-0.604,0.491
ECEL1P2,-0.331,0.682
RBM4,-0.02,-0.275
OSGIN2,-0.673,-0.143
OSGIN1,0.651,0.327
NCRNA00117,-0.563,-0.228
RBM9,-0.465,0.431
ANK1,-0.673,0.673
ANK3,-0.876,0.252
HADH,0.099,-0.709
RBKS,-0.678,-0.311
TAS2R50,-0.234,0.652
MAD2L1BP,-0.631,-0.315
VSNL1,-0.619,0.064
FLAD1,-0.153,-0.69
TNFAIP2,0.227,-0.676
MCF2L-AS1,-0.367,0.484
LCN8,0.601,0.485
OR2L13,-0.631,0.422
OAZ2,-0.17,-0.915
OAZ3,0.595,-0.571
OAZ1,-0.444,-0.785
CPA4,-0.614,-0.066
CACNA2D1,0.465,0.015
AC024560.3,-0.583,0.468
CACNA2D3,-0.836,-0.132
ANKH,-0.676,0.62
CACNA2D2,-0.766,0.438
RBMX,-0.315,-0.145
B3GAT2,0.744,0.053
B3GAT1,0.494,-0.126
ZFP14,-0.821,0.182
SDCBP2,-0.066,-0.659
NDUFS7,0.167,0.594
RSG17,-0.323,-0.667
NDUFS6,0.609,-0.421
ANO3,0.608,-0.634
ANO5,-0.751,0.249
NCRNA00164,-0.304,-0.743
YOD1,-0.503,0.371
PTDSS1,0.467,-0.495
TAS2R20,-0.586,0.469
ANO6,-0.545,0.085
NDUFS1,-0.818,0.204
PPIAL4B,0.328,0.301
LOC643669,-0.498,0.62
TAS2R13,-0.419,0.665
TAS2R14,-0.844,0.312
ALDH1B1,-0.098,0.56
SIGLEC8,0.42,-0.222
LCP1,0.198,-0.825
LCP2,-0.064,-0.053
TAS2R10,-0.682,0.225
BCLAF1,-0.627,0.228
ALDH1A1,-0.536,0.158
ALDH1A2,0.308,-0.397
IGF1R,-0.621,0.357
ALDH1A3,-0.748,0.44
TAS2R48,-0.457,0.637
TAS2R43,-0.296,0.797
TAS2R45,-0.764,0.354
COL4A4,0.391,0.625
COL4A2,0.595,0.053
COL4A1,0.807,0.37
SRP14P1,0.195,-0.155
LOC642513,-0.85,0.065
GRINL1A,-0.719,-0.274
PPP1R9B,0.665,0.172
TAS2R31,-0.569,0.611
TAS2R30,-0.516,0.651
C12ORF75,0.46,-0.734
NR2C2AP,-0.071,-0.198
SIN3B,0.2,-0.76
BX248398.1,-0.79,-0.269
H2AFX,-0.49,0.123
RARB,-0.125,0.538
LOC100288105,-0.407,0.585
FAM181A,0.528,-0.384
CRLS1,-0.459,0.344
RARG,-0.338,-0.125
RARS,0.289,-0.526
LOC780529,0.401,-0.273
PGM1,-0.186,-0.676
RP11-844P9.2,-0.456,-0.083
CHEK1,0.174,-0.319
CHEK2,-0.579,-0.4
FAM183A,0.326,-0.505
FAM183B,-0.848,0.124
CYP2B7P1,0.011,-0.039
DCAKD,0.467,-0.71
PLK5P,-0.354,0.577
C6orf1,0.697,-0.598
CKMT1A,-0.439,0.583
FAM184A,0.148,-0.856
TM7SF2,0.339,-0.748
TM7SF4,0.35,-0.396
CKMT1B,-0.43,0.669
NHSL1,-0.03,-0.697
LOC100288147,-0.334,0.171
ANKRD16,-0.7,-0.145
CGREF1,-0.14,-0.882
SH2D1B,0.362,-0.234
IP6K3,-0.276,-0.08
IP6K2,-0.779,0.188
VCX3A,0.351,0.309
ANKRD27,-0.437,-0.121
SH2D2A,-0.079,-0.202
ANKRD29,-0.695,0.593
ANKRD23,-0.564,0.388
SGCG,-0.768,0.537
ANKRD22,0.33,-0.005
ANKRD24,-0.21,0.507
PMPCA,-0.166,-0.614
SGCB,-0.136,-0.167
SGCZ,-0.63,-0.139
YPEL1,0.459,-0.783
YPEL4,-0.269,0.818
AC013356.1,0.488,-0.112
YPEL5,0.359,-0.189
YPEL3,-0.572,-0.073
ANKRD32,-0.41,0.302
ANKRD37,-0.888,-0.235
GATAD2A,-0.803,-0.404
DTNB,0.47,-0.647
TLX2,-0.593,0.359
QSOX1,-0.22,0.086
LINC00597,-0.735,-0.087
SPSB1,-0.652,0.165
SPSB3,-0.818,-0.239
SPSB2,-0.712,0.483
ANKRD42,-0.778,-0.124
BAT2L,0.017,-0.239
ANKRD43,0.402,-0.644
ANKRD45,-0.292,0.062
COL19A1,-0.191,0.745
ANKRD49,-0.668,0.214
PGK1,-0.715,-0.02
ALMS1P,0.217,0.152
TLR2,-0.015,-0.56
TLR3,0.38,-0.462
TLR4,0.249,-0.738
TLR5,0.351,-0.678
ANKRD55,0.679,-0.308
TLR7,0.756,-0.247
ANKRD56,0.363,0.338
TSNARE1,-0.824,0.004
ANKRD57,0.522,-0.271
ANKRD58,0.821,0.01
ANKRD50,0.468,-0.794
LOC100289230,-0.803,-0.241
SPRED1,0.338,-0.599
LOC100289246,-0.062,-0.15
MOXD1,0.392,-0.638
ANKRD62,-0.629,0.392
AMZ1,0.368,-0.581
LAPTM5,0.354,-0.52
NDRG3,-0.799,0.41
RTKN2,-0.681,0.54
LRFN5,-0.561,0.555
AC112641.2,0.096,-0.33
LINC00545,0.18,-0.109
LRFN4,-0.005,-0.458
PGDS,0.408,-0.585
LRFN2,0.64,0.199
SESTD1,-0.636,0.357
LOC100287122,-0.284,-0.656
CPS1,-0.679,-0.187
LOC100289263,0.264,-0.805
TLN2,0.634,-0.198
AP001107.1,-0.25,-0.832
GALNTL5,0.129,-0.516
POU5F2,-0.347,0.528
GALNTL4,0.174,-0.519
URB2,-0.822,-0.186
GALNTL6,0.797,-0.252
SH3D20,-0.613,0.29
NDUFC2,0.028,-0.869
LDB2,-0.451,0.581
NDUFC1,-0.21,0.614
GALNTL1,0.338,-0.312
PSMB10,0.492,-0.389
SBNO1,-0.794,-0.014
SBNO2,-0.713,-0.332
NDUFB6,-0.274,-0.805
NDUFB8,-0.036,-0.601
NDUFB9,-0.768,-0.168
TCF7L2,-0.629,0.473
NDUFB1,0.492,-0.541
RAX2,-0.375,0.007
PGA3,0.729,-0.609
NDUFA4,-0.505,0.107
NDUFA3,0.488,-0.313
DTX1,0.547,-0.17
NDUFA6,-0.41,-0.574
DTX2,0.312,0.641
NDUFA7,-0.507,-0.512
DTX3,-0.445,0.049
FAM188B,-0.629,0.513
LOC149134,-0.295,0.082
CPVL,0.556,-0.275
LINC00515,-0.715,0.537
L2HGDH,-0.823,0.439
SH3D19,-0.501,-0.46
AIF1,0.169,-0.827
B2M,-0.69,-0.243
MAP3K6,-0.902,0.225
MAP3K5,-0.222,0.055
MAP3K4,-0.499,-0.384
MAK16,-0.85,-0.269
MAP3K9,-0.811,0.33
MCRS1,-0.759,-0.346
ARC,-0.561,0.558
DCAF4,-0.362,-0.793
DCAF7,0.29,-0.695
AQR,-0.865,-0.147
MYBBP1A,-0.914,0.117
AC092490.2,0.104,-0.693
HLA-DRA,-0.083,-0.76
DNAH10,-0.508,-0.026
OSTF1,-0.473,0.143
DNAH14,0.611,-0.61
ASL,0.37,-0.553
PFN1,-0.459,0.157
PFN3,0.718,-0.038
HLA-DOA,-0.115,-0.741
NTHL1,-0.216,-0.013
LOC100288550,-0.173,-0.669
ATR,-0.728,-0.16
SFMBT2,0.65,-0.225
HSPB11,0.04,-0.889
RGS2,-0.638,-0.318
RGS4,0.077,-0.121
RGS6,-0.602,0.248
RGS7,-0.762,0.194
TPRG1L,0.056,-0.632
RGS8,0.694,0.031
RGS9,0.128,-0.381
EZH2,-0.515,0.229
PCP4L1,-0.358,0.762
LRRC14,-0.235,-0.042
LOC727796,0.642,-0.291
LOC727799,-0.349,0.469
BRD7,0.018,-0.846
PIK3C2G,0.572,0.014
LRRC28,-0.627,0.236
LRRC27,0.169,-0.8
LRRC24,0.686,-0.274
AF205589.2,-0.017,-0.728
PDCL3,-0.809,0.277
AF205589.3,-0.306,-0.242
LOC100131699,-0.27,-0.594
CCNYL1,0.15,-0.562
THOC7,-0.108,-0.733
THOC5,-0.709,-0.365
THOC2,-0.547,0.062
THOC3,-0.583,-0.554
ALOX12,-0.397,0.505
LRRC32,-0.468,-0.105
TRIM17,0.196,-0.719
TRIM14,-0.413,-0.479
LRRC36,0.631,-0.698
TRIM13,-0.699,0.401
LRRC34,-0.801,-0.134
LRRC38,-0.52,0.537
MTMR9LP,0.028,-0.617
COL7A1,-0.896,-0.095
LOC100128302,-0.521,0.044
BRD1,-0.667,-0.002
BRD2,-0.739,-0.079
LRRC42,0.287,-0.737
TRIM29,0.393,-0.114
LRRC43,-0.278,0.291
TRIM27,0.269,-0.878
AXL,0.603,-0.337
TRIM26,-0.571,0.295
LRRC48,-0.742,0.133
TRIM24,-0.157,-0.799
LRRC49,-0.594,0.678
TRIM22,-0.137,-0.868
TRIM21,0.471,0.419
GSK3B,-0.706,-0.052
LRRC3B,0.687,-0.657
RPL36A,-0.231,-0.608
RPS27L,-0.556,-0.641
LRRC4C,-0.593,-0.194
OTUB2,0.733,-0.514
LRRC56,0.265,-0.745
LRRC57,0.141,-0.818
TIA1,-0.725,0.216
LRRC55,0.184,0.799
LRRC50,-0.113,-0.728
SNX29P2,-0.671,0.189
RPL35A,0.362,-0.075
HLA-J,-0.549,-0.258
HLA-G,-0.016,-0.156
HLA-F,-0.274,-0.563
OTUD1,0.163,-0.436
DPY19L1P1,-0.915,-0.152
LRRC67,0.38,-0.547
LRRC68,0.021,-0.547
